20.0,120002.5,1.25,120002.25,120002.375,10.0,12518.0,1.25,7.5,2.5,24
30.125,31.375,7.5,36.375,38.75,16.25,31.375,21.375,16.25,16.25,0
43.75,11.375,6.25,8.75,11.25,32.5,13.75,15.125,11.25,10.0,0
26.375,27.625,10.0,32.75,31.25,15.0,26.25,21.25,17.5,15.0,0
20.0,18.75,7.5,21.25,22.625,8.75,18.875,17.5,16.375,7.5,0
36.25,38.75,8.75,46.25,45.0,22.5,35.0,27.5,25.0,21.375,0
117.5,15.0,8.75,13.75,13.75,30.0,16.375,12.5,8.75,12.625,0
31.25,31.25,10.0,35.125,35.0,16.25,28.75,26.25,25.0,18.75,0
21.375,21.25,8.75,23.75,23.75,15.0,20.0,17.625,17.625,11.25,0

4.0,0.0,4.0,0.0,0.0,4.0,6.0,4.0,4.0,4.0,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
5.75,4.0,4.0,4.0,4.0,5.75,4.0,4.0,4.0,4.0,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
7.75,4.0,4.0,4.0,4.0,5.75,4.0,4.0,4.0,4.0,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
