2717.625,2.5,120002.625,120003.75,85.125,11.25,3.75,5698.125,120003.625,17.5,24
131.25,139.125,159.0,126.25,48.75,139.125,112.75,138.75,146.375,130.25,0
42.5,38.75,1185.75,31.375,20.0,93.875,27.625,91.375,37.5,30.0,0
113.875,122.875,101.375,108.875,37.5,122.5,80.0,123.875,129.125,109.0,0
68.875,72.625,60.0,66.375,18.875,73.875,38.875,77.625,78.875,65.25,0
176.625,184.125,199.125,175.375,36.375,181.5,76.5,186.5,194.0,176.5,0
42.5,37.5,1220.5,145.125,18.75,4919.375,25.125,171.375,38.75,37.5,0
132.5,466.875,120.125,132.75,312.875,141.5,445.75,141.375,142.5,132.875,0
76.25,675.875,66.5,71.25,116.5,78.875,92.5,83.875,81.375,71.5,0

5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
5.0,5.0,11.25,5.0,5.0,6.75,5.0,6.75,5.0,5.0,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
5.0,5.0,11.0,7.25,5.0,10.25,5.0,7.25,5.0,5.0,
5.0,7.0,5.0,5.0,6.75,5.0,7.0,5.0,5.0,5.0,
5.0,7.0,5.0,5.0,6.75,5.0,6.75,5.0,5.0,5.0,
