0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.125,56.75,21.5,39.0,56.75,46.75,138.75,23.375,27.5,87.875,0
27.5,29.5,7.75,21.625,29.375,19.625,88.0,11.75,5.75,29.0,0
37.125,33.25,11.75,25.375,29.375,29.25,45.0,13.875,19.625,37.125,0
29.625,27.5,9.75,15.5,31.375,21.375,37.125,7.875,11.75,27.375,0
21.5,230.375,277.125,539.125,222.875,31.25,519.5,89.875,214.75,597.75,3
39.0,50.75,13.5,51.0,56.625,33.375,302.625,23.5,27.5,40.875,0
50.75,45.0,60.625,185.375,136.75,62.5,3025.375,136.625,775.375,39.125,0
45.0,122.875,31.25,84.25,27.5,197.125,394.75,1386.625,873.0,179.625,0

0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,
8.75,7.0,7.0,7.0,7.0,7.0,10.25,7.0,7.0,8.75,
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,
9.0,9.25,10.25,11.0,10.0,9.0,6.125,9.0,10.75,11.0,
12.0,11.25,8.75,12.0,11.5,10.0,14.25,10.75,11.0,10.75,
8.75,8.75,9.0,10.75,10.75,9.0,12.25,10.0,10.25,9.0,
9.5,11.0,8.5,10.75,8.75,11.0,11.75,13.0,12.5,11.25,
