0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
97.625,150.5,122.875,246.25,228.75,324.25,175.75,216.625,125.0,255.875,0
525.375,1566.5,1035.25,2400.625,1562.625,1677.875,1855.375,1707.0,1029.25,1586.125,0
168.125,492.375,412.25,833.875,492.125,535.375,554.875,560.5,435.5,527.375,0
2501.875,2728.375,4423.875,3941.25,3003.875,744.25,3871.125,5304.625,1045.0,925.75,5
322.125,136.875,281.125,273.625,177.625,185.875,285.25,425.875,126.75,162.25,0
1347.375,638.625,353.5,1118.875,0.0,656.375,521.5,3089.875,1121.0,2099.625,20
375.125,0.0,728.5,892.75,578.25,820.375,1320.375,1275.5,502.0,601.75,0

0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.75,11.75,11.75,11.75,13.25,14.5,11.75,11.75,11.75,13.25,
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
11.75,11.25,12.0,12.0,12.0,4.5,12.0,11.75,11.75,12.0,
18.0,14.25,17.25,18.0,12.75,12.5,16.25,17.75,13.75,16.0,
11.75,0.0,7.5,0.0,0.0,0.0,0.0,12.0,12.0,12.0,
11.25,0.0,12.75,13.75,13.25,13.75,15.25,13.75,12.0,11.75,
