228.625,30017.375,30017.875,30017.5,30015.625,30015.5,30017.5,30015.5,30017.5,30015.625,72
27322.25,28373.125,27086.0,26758.0,35900.25,9238.125,15244.0,1361.25,26785.125,9097.625,0
728.5,746.125,650.5,995.75,742.25,1281.125,197.125,99.5,988.625,224.625,0
4335.875,6713.0,2898.375,6570.375,2545.0,1182.0,1669.875,193.375,3427.75,1119.125,0
1083.875,1461.125,2795.125,1455.0,7378.75,492.375,1369.125,172.125,2783.375,404.375,1
4497.75,4945.125,2912.375,6451.375,2863.125,4650.625,4959.125,1265.5,4250.125,3699.125,1
277.25,369.0,546.75,669.75,423.875,476.375,486.375,152.5,638.125,373.125,0
2931.375,3445.375,4042.75,3117.125,3386.75,3376.875,1863.125,886.5,2531.25,1779.25,0
1246.25,3792.875,6435.375,955.125,2404.375,1621.0,3247.875,728.625,1886.625,1490.25,0

6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
10.5,9.25,9.25,12.0,12.0,13.0,6.0,6.0,11.5,6.0,
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
6.0,6.0,7.75,6.0,6.75,6.0,7.75,6.0,7.75,6.0,
8.0,7.75,7.5,7.75,6.5,7.75,6.5,6.25,7.25,7.75,
8.75,9.75,12.5,13.25,10.25,16.75,10.75,7.0,12.5,11.5,
8.0,7.75,8.0,7.5,7.75,8.0,7.5,7.5,7.0,7.75,
6.5,0.0,0.0,6.75,8.0,8.5,0.0,8.0,8.75,7.75,
